2779,0.0307251643702,0.0108860203264,0.00110629450307,0.185932201183,0.0825801268642,3.8263416241,1.02232614415,0.242375776404,0.0342859900661,0.0279057586184,277.550203781
7020,2.32722461263e-10,3.94036371353e-12,1.58922875514e-10,5.80479594176e-10,100.61388669,0.0754402570929,406.112375538,208.976217211,0.0467449237285,0.00292155166895,110.439709136
2900,2.52106467702e-13,1.65640266297e-10,4.36134852448e-11,1.70622736561e-09,0.00082803941165,2.57193946084,0.544788573185,56.3906939172,0.0397932788713,0.00723493756298,91.0967970657
1223,5.94528161103e-09,3.48805283953e-11,9.11391171092e-11,1.65033602264e-08,18.0108076144,4.40228831572e-05,75.5140057262,2.51761536666,0.0429635671257,0.00314384576931,294.431855186
8389,2.3773719803e-11,1.11213694474e-10,8.28087058778e-11,1.78850910341e-11,160.417453513,7.85462346411,1672.70319383,107.832006983,0.0591301922419,0.00190742600128,189.695788215
2294,2.32944548523e-13,1.62532695786e-12,6.95126044533e-12,0.0371629462301,274.912386729,310.578388046,1631.98444559,0.310548728722,0.0187682870629,0.0207166724957,287.030183174
5477,2.99794e+16,4.69391e+20,7.40716e+16,9.57482e+19,2.00549e+21,9.61091e+23,2.18688e+22,1.34864e+23,0.0568496,0.0378997,122.167
3344,3.19241204953e-08,15889.502235,0.807042699978,0.0276299071596,0.368690985018,973294.268178,785708.22394,1.44392418312e-18,0.0379125384925,0.00813268136713,105.215612344
1894,7.17577e-08,7.8481e-08,4.76394e-06,0.596115,8.70061,2.20677,95.1933,4.65819e-11,0.053868,0.00987701,84.3838
13966,1.35406744219e-10,0.875679638161,2.81212181357e-10,5.45345685591,5.40210618822,3.39217887694,2.35017019559e-05,6.24570970715,0.0621281462557,0.00365467238102,106.754325287
10124,1.81246e-08,3.94397e-08,1.24431e-09,1.71236e-09,3.78334,13.5192,1.25254,0.00170723,0.0605493,0.0100904,172.869
4944,0.121951,6.19222e-10,9.32934e-10,1.41433e-09,0.537625,1.19937,65.8224,9.83761,0.0137776,0.0130646,73.9312
2134,4.30537983952e-11,2826.95817464,1.69186767448e-13,0.0769878136497,5454.1692326,7137.32325729,45.5851319568,2732.45251068,0.0999636482774,0.000908761351932,531.652474792
3172,4.69426e+18,9.49566e+19,4.35024e+17,3.43062e+20,5.08715e+22,1.04763e+23,5.11145e+22,3.39021e+23,0.0689027,0.00950382,194.438
4941,0.0076391365139,2.22213445875e-08,0.090642780038,0.0620275332137,10.185227029,0.410515160943,5.92948328775,0.183968915357,0.0419376765095,0.0210441308874,393.325469453
6109,1.48173183984e-09,4.74261204368,5.74014334159e-09,4.10988460678,0.0677121812011,0.155605289008,11.4528606461,0.0920244275936,0.0555416448617,2.57691260207e-10,145.91966243
6076,5.00793e-12,4.02011e-09,7.87046e-11,0.0409951,7.56139,24.9385,5.48465,0.205768,0.054661,0.0109734,95.063
4123,0.865413,5.95349e-08,5.49059e-05,0.0810359,127.03,0.00119858,0.737649,0.100372,0.034258,0.00309053,117.968
6106,0.147870712184,7.7041038768e-11,1.21862025794e-10,3.78653347926e-06,0.782656661189,0.0486942759347,0.131879657006,0.00372245672092,0.0404491076383,0.0256684103772,238.080105806
2484,4.74738012198e-14,4.30420014323e-10,1.80824516089e-10,7.47326675496e-09,0.0657505252266,124.438251813,5.54483683262,32.4744405424,0.046228334434,0.00420258610212,158.176796624
4902,1.28197171626e-09,2.92029090705e-11,3.93641398675e-08,0.0287158649448,0.291327589955,0.00348949115134,15.5362388121,0.0530358907484,0.0373094406438,0.0205111470013,82.6448759523
11038,3.87616379626e-12,1.94997619367e-10,4.08308648428e-10,1.08422493773e-11,90.3788274894,4.46892236404,130.195009114,0.296677564194,0.0434743480949,0.00140233691491,208.894563461
