8847,0
5262,4,0
12419,1,0,0,0,0,0,0,0,0
8559,1
1328,2,1,0,3,0,0
14397,1,0,0,0
12698,2,1,0,1,0
2671,1,0,1,0,1,0,0,0,0,0,0
6222,1,0
11705,1,0,0,0
11776,1,1,0,0,1,0,0,0,0,0
11268,1,0,0,0,0,0
4306,1,0,0,0,0
3579,1,0,0,0,0,0,0,0
12528,1,0,1
13434,6,0
5894,2,0,0,0,0,0,0,0,0,2
12969,1,0,1,0,0,0
1160,1,0,0,0,0,0,0,0,0,1,0,0
10276,1,0,0,0,0
8839,1,0
14615,1,0,1
11124,1,0,0,0,0,0
12981,0,0,0,0,1,0,1,0,0
7594,1,0,0,1,1,1,0,0
11093,1,1,1,0,0,0,0,0,1,0
4026,3
1281,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
11743,1,0
6376,1,0,0,1,0,0,0
8787,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3739,1,1,0,1,1,0,0
11127,2,0,0
11164,1,1
731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3733,1,0,1,1,1,0,0,0,0
9449,1,0,0,1,0,2,0,1,0
661,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
12774,0,0,0
1888,1,0,0,0,0,0,0,0,0,0
2944,1,0,0,0,0,0,1,0,0
13985,0,0,1,0
1143,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1
712,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
15164,1,0,0,4,2,0,0,3
652,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1478,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
