8847,42.2166666667
5262,48.7666666667,0.0
12419,6.33333333333,11.8166666667,0.716666666667,11.2333333333,0.233333333323,0.0,0.0,0.0,0.0
8559,24.8333333333
1328,38.5,21.4333333333,0.399999999965,31.85,0.0,0.0
14397,11.1833333333,6.15,0.0,2.55
12698,14.3166666667,7.45,0.0,6.08333333333,0.0
2671,0.0,2.9,7.91666666663,0.0,10.3666666666,0.0,0.583333333256,0.0,3.18333333335,8.3833333333,0.0
6222,31.35,0.433333333333
11705,3.23333333333,3.63333333333,5.83333333337,0.0
11776,0.0,0.0,0.0,0.0,0.0,21.5166666667,96.0333333333,0.0,12.35,0.0
11268,24.5166666667,0.766666666667,20.35,0.0,2.53333333333,2.08333333333
4306,4.98333333333,45.8833333333,0.0,0.0,8.40000000002
3579,0.0,41.6333333333,8.96666666667,0.0,10.15,0.0,0.0,0.0
12528,41.7333333333,0.0,8.65
13434,33.4,1.23333333333
5894,53.8833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.61666666666
12969,26.1166666667,9.31666666667,20.5666666667,0.0,8.90000000001,4.93333333333
1160,0.0,19.0333333333,19.0833333333,0.0,0.0,0.0,6.23333333333,1.23333333334,50.6,33.4833333333,0.0,0.0
10276,0.0,0.0,2.7,7.61666666667,31.3833333333
8839,0.0,21.8333333333
14615,18.5333333333,5.8,43.9666666667
11124,2.66666666667,2.45,0.616666666669,2.48333333334,7.75,0.0
12981,17.8666666667,4.38333333333,0.0,38.4833333333,0.0,0.933333333333,2.38333333333,11.1,0.0
7594,0.0,0.0,3.34999999998,2.08333333331,43.7666666667,0.0166666666628,2.6166666667,0.300000000047
11093,6.38333333333,9.61666666667,0.0,3.78333333333,0.0,5.28333333333,4.38333333333,0.0,29.9333333333,0.0
4026,125.016666667
1281,14.35,0.0,0.0,12.0,0.0,1.41666666667,3.05,4.73333333334,0.0,0.0,0.0,0.0,5.5,1.7333333334,0.0166666666046,0.0166666666046
11743,10.5,8.76666666667
6376,44.2,2.61666666667,25.4833333333,22.1666666667,47.7166666667,0.0,0.0
8787,10.9333333333,7.5,1.83333333333,7.46666666667,0.0,19.1833333333,41.4833333333,15.0333333333,0.0,21.0666666667,16.3166666667,0.0,0.0,0.0,0.0,0.0
3739,0.0,2.31666666667,40.85,0.0,32.2,62.7833333333,4.66666666667
11127,10.6166666667,9.63333333333,11.3666666667
11164,12.1333333333,49.65
731,0.0,0.166666666672,8.06666666667,0.0,0.0,3.33333333333,0.0,2.28333333335,1.71666666667,0.0,0.0,0.0,1.44999999995,0.0,1.09999999998,0.0,0.0,3.56666666665
3733,25.8833333333,0.0,27.9333333333,64.2166666667,5.41666666667,26.5833333333,16.25,0.799999999999,0.0
9449,0.0,0.0,11.7333333333,14.3833333333,0.866666666667,48.2166666667,1.01666666667,21.1166666667,0.0
661,1.26666666667,9.2,0.0,21.6333333333,0.0,0.0,0.0,1.35,0.0,0.0,9.83333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23333333334,5.0,2.96666666667,0.0,0.0,1.08333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1666666667,18.6,13.4166666667,0.0,0.0,6.45000000001,0.0166666666628,0.216666666674,0.300000000047,26.2333333333,0.0,16.9833333333,7.01666666672,2.33333333337,0.0,1.54999999993,1.78333333333,13.0333333333,0.0,9.41666666663,0.0,0.0,0.0
12774,0.516666666667,27.5833333333,0.216666666667
1888,0.0,15.8166666667,66.1166666667,0.0,0.0,11.1,5.35,0.466666666667,0.0,9.33333333337
2944,2.2,2.71666666667,6.58333333333,1.11666666667,19.1166666667,0.916666666664,14.6166666667,0.0,0.0
13985,2.33333333333,3.85,7.66666666669,4.71666666667
1143,0.0,0.0,14.0833333333,0.0,19.6333333333,9.81666666667,41.3333333333,43.85,0.71666666666,0.0,5.86666666667,20.9833333333,0.0,2.13333333333,14.3,0.0,9.36666666664,2.29999999999,1.20000000001,23.8333333333,3.44999999995
712,0.0,24.05,13.9166666667,0.0,0.0,0.0,2.56666666667,17.4333333333,37.95,26.2166666667,0.133333333331,35.9,9.53333333333,31.3833333333,0.0,7.54999999999,0.0,0.0,2.56666666665,0.333333333256,0.0,0.0,1.61666666646,0.0,12.8166666667
15164,0.0,0.0,15.5166666667,21.0666666667,9.28333333333,1.3,17.0,37.6
652,0.0,0.0,1.68333333333,26.8,33.65,4.43333333333,41.75,59.5,0.0,0.0,0.0,1.11666666667,0.0,0.0,1.5,0.0666666666657,5.68333333333,6.45,43.2,4.15000000001,26.3,20.7333333333,15.8666666667,0.450000000012,29.9166666667,0.0,16.1,4.89999999999,8.31666666668,0.0,0.0,39.75,0.0,10.7,0.0,0.0,0.0333333333256,0.0,2.35000000001,0.0,0.0,0.0,0.0
1478,0.0,0.0,6.85,0.0,0.0,42.6333333333,0.0,0.0,1.15,0.0,0.0,0.0,68.0166666667,0.849999999999,0.0,0.0,0.0,0.0,4.56666666665,13.95,8.15000000002,0.0,0.716666666674,29.8166666667,7.46666666667,9.08333333331,15.5166666667,0.0,0.0,18.7333333333,0.0,12.4333333333,0.0,0.0,23.7333333334,10.9833333333,0.0,1.79999999993,0.0,0.0,0.0,0.70000000007,26.5666666667
819,0.0,9.71666666666,38.8666666667,1.83333333333,14.2666666667,0.0,40.1666666667,110.066666667,0.0,30.7,8.98333333334,0.0,6.5,84.7,12.2166666666,5.85000000003,0.0,26.25,1.66666666663,3.90000000002,0.466666666791,0.899999999907
8784,0.583333333333,0.0,0.0,17.8666666667,0.0,0.0166666666664,53.9,5.51666666667,9.45,44.4166666667,0.0,2.4,13.95,18.0333333333,0.0,0.0,0.0,9.53333333333,0.0,0.0,0.0,59.0833333333,0.0,9.91666666666,64.5833333333,0.0,0.0,0.0,53.1333333334,2.58333333331,2.83333333334,0.0,0.0,0.0,0.0,1.65000000002,13.6333333333,0.0,9.83333333334,7.66666666666,4.28333333333,0.0,0.5,0.0
739,0.0,0.0,26.85,0.0,0.0,0.0,12.2833333333,32.1833333333,32.5333333333,8.78333333333,9.0,0.0,5.53333333333,3.66666666669,0.516666666721,12.7833333334,1.25,4.93333333335,0.150000000023,0.0,5.03333333333,7.31666666665,7.34999999998,49.4333333333,0.0,0.0999999999767,0.0,0.466666666674,26.0166666667,93.5,0.0,0.0,3.5,23.9,2.8666666667,37.2333333333,7.06666666677,12.2166666667,0.0999999999767,0.0,11.4166666666,1.45000000007,0.666666666628,26.9666666667,0.0,1.21666666667,0.0,6.3666666667,0.0,0.0,0.116666666698,27.5166666666,7.8833333333,2.20000000007,2.90000000002,4.56666666665,5.48333333328,0.0
1148,37.8666666667,0.0,0.0,0.0,8.61666666667,1.81666666667,0.399999999998,27.3,1.64999999999,0.0,0.0,12.65,0.0,0.349999999991,10.5166666667,8.8,0.0,43.1333333333,2.41666666667,7.06666666667,22.45,0.0,12.95,7.43333333333,0.0,1.71666666667,6.83333333333,0.0,5.56666666668,0.0,0.166666666657,0.0,1.18333333335,10.8166666667,0.0,1.78333333335,5.3833333333,0.0166666666628,48.2666666667,0.0,0.0,9.68333333335,23.6166666667
919,0.0,0.0,0.0,22.75,0.0,0.0,0.0,5.76666666667,1.76666666666,19.95,61.4333333333,0.0,0.0,0.0,1.81666666667,1.28333333334,0.0,0.0,1.11666666667,1.76666666666,0.0500000000029,0.333333333328,0.0,0.0,0.0,0.0,0.0,0.0,20.1166666667,50.7333333333,0.0,0.0,0.333333333343,0.0,36.15,11.9333333333,6.11666666667,79.2333333333,28.4666666667,7.13333333333,14.3833333334,0.816666666651,31.05,4.46666666667,0.0,36.7333333333,0.0,0.0,6.88333333336,0.0,35.1166666666,1.39999999997,0.0,58.1,14.8,0.0,0.0,1.3666666667,0.0,0.29999999993,0.0
1424,0.0,0.0,0.0,93.0833333333,53.2,42.8666666667,0.0,88.6833333333,7.28333333333,1.28333333333,3.8,0.0,19.85,24.2333333333,0.683333333334,4.66666666667,6.33333333334,45.3833333333,0.349999999991,6.53333333335,7.88333333333,0.0,10.6333333333,7.81666666668,0.0,0.399999999994,1.38333333333,0.0,0.0,1.51666666666,27.3,0.0,2.56666666665,0.0,0.0,73.3833333333,146.933333333,19.3166666667,0.0,1.36666666667,1.61666666667,0.0,25.9333333333,1.85000000001,9.54999999999,0.0,0.0,0.0,0.899999999994,2.35000000001,1.21666666667,53.9333333333,0.0,0.183333333291,1.21666666667,0.433333333349,0.0,6.0166666666
13626,128.083333333
637,0.0,0.0,0.0,0.0166666666664,0.0,0.0,0.0,38.7166666667,0.0,0.0,0.0,2.8,13.4666666667,0.0,0.0,12.6833333333,0.216666666674,1.06666666668,0.0,22.8,12.5,2.08333333331,6.35000000001,3.26666666666,5.81666666668,16.2833333333,0.0166666666919,0.0,0.0,13.4,0.0,0.0,0.0,19.7833333334,0.0666666666802,0.0,0.0,8.90000000002,0.0,0.0,1.20000000001,0.0,39.4833333333,2.25,0.0833333333721,0.166666666628,0.0,10.05,0.0,7.66666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.116666666698,0.666666666628,0.0,0.0999999999767,0.0,0.183333333349,0.0,2.96666666667,2.03333333333,0.0,0.366666666698,49.3833333333,0.0,0.0,0.0,25.5833333334,0.5,3.5,21.7666666667,0.0,0.0,0.550000000047,53.9166666666,0.0833333333721,6.61666666658,0.0,0.666666666744,19.8333333333,7.18333333335,22.2666666666,4.28333333344,0.0500000000466,0.0166666666046,48.45
716,42.8,18.2833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,0.0166666666701,0.0,0.0,0.0,0.0,0.483333333337,7.58333333334,7.88333333335,0.0,1.88333333335,21.1333333333,6.7,0.0,6.53333333333,0.0,0.0,0.0,0.0,0.0,0.0,50.55,16.8333333333,23.7666666667,3.78333333333,1.68333333332,34.95,0.0,0.0,0.0,14.8333333333,6.75,73.1833333333,15.5166666667,117.733333333,0.0,3.86666666667,28.3,0.43333333332,0.0,0.0,0.0,24.5666666667,1.19999999998,0.0,0.0,65.0333333333,0.0,0.0,0.916666666744,0.0,0.883333333302,0.0,4.40000000002,25.0166666666,0.0,1.70000000007,7.76666666672,0.0,37.3833333333,0.0,0.0,0.0,0.0,0.0,0.0,8.96666666667,43.85,0.0,0.0,0.0,0.0,24.6166666667,0.0,0.333333333372,0.0,0.0,3.28333333333,7.1166666667,39.1166666667,0.516666666721,1.05000000005,0.0,3.69999999995,61.1,6.3666666667,13.0666666667,0.0,0.0,3.28333333333,84.2999999999,0.0,0.0,8.90000000002,52.5333333333,98.1000000001,144.983333333,63.05,58.2333333334,18.0333333333,0.0,45.2166666667,47.1333333333,1.78333333333,23.7666666666,6.39999999991,0.233333333279,0.0,38.2833333333,0.0833333332557,1.54999999993,0.0,19.7,48.7666666666,0.0,20.2333333333,0.0,0.0,0.0,0.0,0.350000000093,0.0,0.0
670,0.0,7.31666666667,19.3833333333,0.0,0.0166666666628,0.633333333331,0.0,48.3666666667,0.0,0.0,0.0,3.61666666667,0.0,33.1166666667,11.6833333333,2.51666666666,35.0,66.65,0.0,2.98333333334,2.04999999999,11.95,0.133333333331,0.0,1.16666666666,21.3666666667,0.0,0.0,1.75,0.0,1.03333333335,21.2833333333,0.649999999994,0.0,0.0,0.699999999983,0.0,1.28333333333,5.58333333334,1.51666666666,3.48333333334,1.09999999998,0.0,3.33333333331,0.333333333314,0.0,16.3333333334,26.7,29.5666666667,42.2333333333,0.699999999953,0.0,0.61666666664,0.0,2.06666666665,2.5,0.0,0.566666666651,21.4166666667,0.816666666651,3.41666666663,0.0,6.78333333333,0.0,0.0,0.316666666651,14.2833333333,3.08333333326,11.6833333333,25.9500000001,0.883333333302,0.183333333349,1.56666666665,18.5333333333,0.0,34.6833333333,22.9166666666,59.2000000001,0.0,41.3833333334,0.0,0.0,0.400000000023,1.41666666663,23.15,1.06666666677,9.9833333334,9.85000000009,0.0,1.85000000009,0.0,1.90000000002,0.0,0.0,0.0,0.0,37.5,1.21666666667,0.0,0.0,0.0,1.7666666666,0.0,2.93333333335,0.0833333334886,0.0,4.2666666666,0.0,8.03333333344,0.0,0.0,0.0,0.0,0.0,0.0,9.14999999991,0.0,39.7833333332,3.90000000014,3.1166666667,16.5,0.0,1.10000000009,0.0,0.0,0.183333333349,9.63333333354,0.65000000014,0.0,4.71666666656,8.66666666651,6.81666666665,7.3666666667,32.0666666667,1.03333333344,2.55000000005,52.7833333332,4.21666666679,0.0,3.43333333335,0.0500000000466,0.516666666605,0.116666666698,16.9333333333,0.233333333395,61.2333333332,16.4166666665,0.0,0.483333333163,0.0,4.39999999991,50.3500000001,0.933333333349,5.2666666666,10.6833333333,0.0,29.4333333333,0.0,0.0,0.0,0.0,0.0,0.0666666666511,9.78333333344,71.2666666666,182.666666667,0.199999999953,2.58333333326,5.75,2.58333333326,1.70000000019,0.0,0.0,0.0,0.0
