2.591706954690686238e-01 7.862187219877643241e-01 1.126915224724689413e-01 9.999995945994646918e-02 1.377358280503949706e-01 4.474765714204731637e+01 2.557212531239003717e-01 5.485492695260750651e+01 2.011279773043207764e-02 5.155673654524007415e-04 3.484911627544108881e-01 7.996987544527265346e-01 4.901348264559163281e-02 9.999999927419020440e-02
1.124230639555456324e-01 2.574017220226010316e-02 3.118230576515390595e-05 2.300770251878950512e-01 2.371309606281428728e-01 5.451751365962986817e-03 6.473366448929795958e-02 2.326933048789315350e+01 2.683684004341843621e-02 2.457573185881384292e-03 3.337057844396784656e-02 3.026657915930530685e-02 1.213031110300191728e-02 8.639941776092442682e-02
2.942049954059897665e-01 2.141945940717884245e-01 1.335105665016481091e-01 8.594946476030299043e-02 3.515452659446565598e+00 1.623083398689701973e-01 3.379555840126129418e-01 8.642110331546217772e-01 8.404945495251001097e-02 2.918415980839011298e-04 2.987166282029584119e-01 7.256931683560063906e-02 4.926878775858084536e-02 3.356851666287338776e-03
9.181554588746909662e-02 6.446666461597283515e-02 6.496356733567854036e-02 3.631139694368918924e-01 8.166059682994417646e-01 2.481034931816505917e-02 1.803460052588097273e-01 6.478105158745776748e+00 2.877085413016683413e-02 3.997850612672418716e-03 8.431451138836956738e-02 8.646004806506446538e-02 2.447957307025497298e-02 3.807067972355646784e-02
1.548410636774272264e-02 7.659738593489573422e-02 8.496309089920278668e-02 4.804110963254504263e-01 1.020012133581817970e-01 7.535200837504207882e-02 1.994112560627592234e-01 2.526830134713533837e+01 2.857368996555542662e-02 4.134552471767763415e-03 1.371709709252255660e-02 1.517250082558241342e-02 3.758580675208544886e-02 7.790450594214969049e-02
2.999999980496972363e-01 1.993989922599999076e-01 2.279120139208504203e-02 8.352809838855737579e-03 9.967623611137673700e-01 1.073753811436292116e-01 1.045909090297398869e-01 2.085484516101621111e-01 6.411992896403109765e-02 5.370434435744907489e-03 2.999999099686148085e-01 3.196184500719108090e-01 1.695668116427184735e-03 1.034467034027794496e-02
3.193437203055504714e-02 8.234822680727238442e-02 2.626385618817783651e-03 6.082846966509575931e-02 4.279065530405321560e-01 1.731641837789450467e-01 1.059589079587834881e-01 2.907235004876512541e+00 3.162986439860140941e-02 1.914680058802365956e-03 6.753774865466782851e-02 4.789024502513283821e-02 2.076570768190488803e-02 8.997461624754710119e-02
2.831150702344548131e-02 2.907253571124246427e-02 1.239343734278935960e-02 2.676303733735491130e-02 1.630179117793908450e-01 2.472815642034564831e-02 1.341202693182341754e-02 1.147348125875440328e-01 3.329753072955993209e-02 7.126408300402418960e-04 6.639354370658201443e-02 9.065829329232499845e-03 1.528078908388663670e-02 1.727115930458125725e-02
1.351915321917367130e-01 2.193158606961913559e-01 4.344161439582566731e-02 9.881909094106791636e-02 5.551740081462412491e+01 4.803543672839194478e-02 1.456078588230698134e-01 9.908207764762183567e-01 6.632329974548104023e-02 2.493380507241004310e-03 2.970839340551270080e-01 2.707497947120192094e-01 1.249995146325486028e-02 5.264897424059800796e-02
4.015031646115829744e-03 8.534058222137341776e-02 9.848116312533072847e-03 1.348653208729273800e-01 2.187721917075953204e-01 1.589526213675667154e-01 2.053468952163139960e-02 3.394459675771302365e+00 3.508483155904604245e-02 4.701739161643946410e-03 5.055631092126663950e-02 3.608561221711592548e-02 1.424762476788865584e-02 4.655422095056441917e-02
2.999999710626708449e-01 1.916615007111855951e-01 8.154419407561425137e-03 1.431747455312396000e-02 9.993776648814413077e-01 8.192580768103352451e-02 3.624223375550461590e-02 3.588509655127587461e-01 6.452894480646423347e-02 3.014802139193249395e-03 2.999985754127546533e-01 2.801539886513362276e-01 8.742865586332249084e-04 3.694486914203724826e-02
2.999974510759665924e-01 1.256139749727771537e-01 4.610426338784917588e-03 1.270986346695142100e-01 9.541081441665635321e-01 1.303635932814575238e-01 2.984347284113986198e-02 1.582568834602825802e+01 6.313791378278449384e-02 4.274249811648801051e-03 2.999500567965944220e-01 2.643689337541175188e-01 1.090455056566411174e-02 8.650286217127507726e-02
2.999999964581067657e-01 1.985114744855258628e-01 1.171752926057395561e-03 4.536173518536923410e-02 9.905937017472219441e-01 4.532149595406498310e-02 4.945603183377689227e-02 1.834651069687881630e+01 6.517141904236770089e-02 3.423323795049238935e-03 2.999998587224323443e-01 2.459138550347854668e-01 1.163855609347066999e-02 9.248641072992969114e-02
2.999723773935634719e-01 2.118301362363368412e-01 1.000658144732879951e-03 1.709357016411457153e-02 3.682654514452604388e+01 1.152856535917570202e-01 5.981138134728958278e-02 2.561204447978719934e-01 5.986567540962900447e-02 3.701363478184130362e-03 2.999992697560315835e-01 3.436800367758900965e-01 1.034298962782417841e-02 6.781574450882676963e-03
