2263.16,515.36,2790.72,520.96
2243.68,508.64,2748.84,515.88
2240.04,506.76,2731.28,504.76
2278.04,515.28,2786.68,510.8
2266.04,510.12,2738.56,504.2
2273.64,515.72,2750.24,512.8
2235.68,499.44,2756.52,516.64
2269.6,513.64,2753.04,513.16
2288.4,513.0,2753.52,514.28
2245.92,504.8,2708.72,504.2
