0,0.015,0.02,0.008
1,0.603,0.0,2.022
2,0.005,0.0,0.013
3,144.087,0.038,627.892
4,11.704,0.113,41.998
5,97.429,11.36,250.734
6,410.982,2.418,1731.647
7,4544.302,1.071,19680.757
8,0.042,0.041,0.002
9,0.012,0.012,0.002
10,14994.565,15036.235,190.123
11,0.142,0.173,0.062
12,0.016,0.0,0.061
13,0.0,0.0,0.001
14,0.24,0.213,0.237
